0   0   0
100 0   0
8.919	30.944	55.839
28.326	116.877	-12.303
15.146	43.523	23.778
25.547	-15.434	-62.313
90.023	79.555	120.508
99.692	35.708	-12.28
26.14	-4.148	-10.813
46.417	66.675	16.295
40.761	73.009	-44.041
14.979	-64.261	-54.995
80.749	82.007	-35.817
40.259	6.615	-120.259
17.589	-72.072	-124.33
62.422	120.073	92.155
36.846	-90.396	22.793
58.632	-29.639	-85.541
59.591	99.776	109.464
19.027	-102.319	77.075
38.051	76.575	33.203
17.669	110.734	-114.611
42.614	116.703	122.333
39.698	-49.055	-11.93
35.242	-48.98	59.533
3.665	-112.748	-31.534
85.388	-13.133	-119.517
45.929	-111.33	59.568
55.812	-96.797	13.052
97.317	-67.207	-24.717
7.397	-31.306	-97.556
48.272	-99.982	101.186
11.441	-100.912	-99.355
35.243	74.429	19.043
75.582	-3.408	-62.856
96.535	-73.948	-86.043
72.224	-91.157	44.307
40.756	-110.142	-48.45
68.536	22.249	119.233
1.059	-94.085	67.362
8.944	-23.832	-73.969
42.92	57.264	68.599
82.808	-87.305	-34.715
85.116	100.543	98.285
17.048	13.924	-72.71
22.309	7.086	-102.168
91.683	89.307	-32.844
16.93	-15.864	109.97
51.286	67.951	-51.844
3.816	116.224	115.28
62.078	-23.478	39.162
23.208	-34.301	100.382
98.983	23.581	3.71
34.743	-110.35	55.572
98.541	-41.901	5.276
18.542	-37.459	-114.765
71.844	104.684	-103.691
97.252	-15.674	-92.813
65.832	-6.273	92.339
16.524	-86.217	-54.219
9.017	22.962	81.305
73.628	-108.314	-1.681
40.609	-93.167	-91.001
60.528	78.549	-88.544
92.131	-64.064	-35.312
65.735	-54.267	-27.018
7.835	98.313	101.71
61.735	117.972	-123.803
52.907	-27.713	108.375
83.649	-26.228	63.085
75.254	122.155	-51.174
57.772	26.071	-67.863
1.509	88.484	-70.541
57.558	66.012	-78.328
62.399	120.485	82.502
91.4	37.392	-78.524
82.492	-54.518	-27.554
53.524	-99.134	10.651
50.935	73.481	-108.074
58.148	-93.186	56.511
67.819	-7.27	-5.29
12.504	-100.971	110.564
97.55	-70.478	9.031
35.808	-36.436	20.395
75.479	-2.215	124.027
22.435	87.813	82.161
44.792	103.775	65.046
43.916	14.812	82.07
44.402	-46.721	-123.972
38.505	-117.801	100.6
34.249	81.697	124.75
44.154	77.752	88.62
54.206	109.36	30.09
37.328	18.208	74.357
0.539	-88.324	76.222
0.8	-3.561	-71.347
87.877	-54.19	69.402
56.996	30.249	110.12
25.825	87.679	114.323
32.903	124.803	-14.236
58.777	43.587	38.258
92.503	12.948	-111.32
55.212	-100.463	-112.66
29.202	84.032	23.158
24.76	-22.575	55.566
23.448	124.986	25.495
82.72	75.071	119.629
54.594	-70.053	10.165
26.604	114.047	-23.504
5.477	50.006	-100.656
75.046	78.304	-47.902
75.203	100.933	42.591
26.834	20.075	0.638
98.715	-82.108	55.695
52.3	65.273	39.385
48.86	-55.384	-11.988
60.912	-86.433	-45.455
38.525	61.075	-59.972
41.433	-83.153	-87.439
9.488	84.33	-7.774
67.906	-44.966	-71.725
12.102	-62.536	53.793
82.968	-84.198	32.82
41.791	109.599	38.798
18.235	-46.981	-69.399
48.484	52.786	-62.34
70.293	69.183	-6.487
28.922	-109.09	-10.624
38.772	-90.826	74.223
52.281	-107.473	-119.09
75.138	38.04	-1.64
67.827	10.384	17.794
0.893	60.551	-114.925
72.055	103.814	-87.592
81.344	-106.884	34.244
87.347	-80.682	17.339
29.477	118.791	-33.242
95.593	-111.239	41.366
94.098	5.36	-7.007
69.252	-33.755	-102.418
38.095	-107.819	62.057
16.711	-116.781	-0.977
51.693	-91.97	17.98
99.046	-29.852	-32.087
69.242	-124.485	22.003
60.843	-27.643	123.586
91.73	118.449	76.755
54.938	-54.782	81.095
29.227	61.093	-13.427
58.194	-92.02	-82.665
60.179	-14.602	-64.195
72.506	80.66	-6.417
7.052	-118.337	21.407
21.597	-63.622	-84.02
81.732	35.286	-43.388
6.945	118.604	-97.022
66.726	-54.141	-36.869
55.317	121.355	92.399
93.824	-61.426	58.609
61.935	103.384	61.257
81.344	-97.153	25.096
35.484	-28.619	-40.519
30.423	32.032	-64.811
80.718	-3.837	-51.297
47.855	-59.372	-66.918
3.528	116.555	27.175
93.171	64.127	37.758
